block_num,builder_id,proposer_id,builder_stake,proposer_stake,total_gas_fee,total_mev_available,bid_value,builder_reinvestment_factor,proposer_reinvestment_factor
749,builder_6,proposer_10,32000000000.0,160000000000.0,49120001,0,49120001.0,True,False
750,builder_13,proposer_1,32000000000.0,64000000000.0,45100001,256000,45358561.0,True,True
751,builder_7,proposer_4,256000000000.0,64000000000.0,29120000,0,29120000.0,False,False
752,builder_14,proposer_15,96000000000.0,320000000000.0,19239999,0,19239999.0,False,False
753,builder_5,proposer_13,256000000000.0,32000000000.0,28510000,0,28510000.0,False,True
754,builder_19,proposer_7,64000000000.0,32000000000.0,20500000,0,20500000.0,True,False
755,builder_1,proposer_13,32000000000.0,32000000000.0,87419999,7190000,94681899.0,False,True
756,builder_12,proposer_1,256000000000.0,64000000000.0,5219999,195000,5430599.0,True,True
757,builder_13,proposer_13,32000000000.0,32000000000.0,43780001,0,43780001.0,True,True
758,builder_0,proposer_14,64000000000.0,64000000000.0,44619999,0,44619999.0,False,True
759,builder_10,proposer_1,32000000000.0,64000000000.0,30580001,0,30580001.0,True,True
760,builder_14,proposer_5,96000000000.0,32000000000.0,28300000,46500,28347895.0,False,False
761,builder_17,proposer_19,64000000000.0,320000000000.0,20100001,71800,20173237.0,True,False
762,builder_4,proposer_15,32000000000.0,320000000000.0,46740000,0,46740000.0,True,False
763,builder_13,proposer_0,32000000000.0,160000000000.0,27539999,0,27539999.0,True,True
764,builder_14,proposer_18,96000000000.0,32000000000.0,7519999,0,7519999.0,False,False
765,builder_6,proposer_2,32000000000.0,160000000000.0,8160000,779000,8946790.0,True,True
766,builder_1,proposer_19,32000000000.0,320000000000.0,30459998,5180,30465229.8,False,False
767,builder_0,proposer_1,64000000000.0,64000000000.0,30435001,0,30435001.0,False,True
768,builder_1,proposer_14,32000000000.0,64000000000.0,39220003,108000,39329083.0,False,True
769,builder_10,proposer_13,32000000000.0,32000000000.0,30310000,0,30310000.0,True,True
770,builder_17,proposer_3,64000000000.0,160000000000.0,30569999,10700,30580913.0,True,True
771,builder_3,proposer_17,32000000000.0,32000000000.0,27440000,0,27440000.0,True,True
772,builder_3,proposer_16,32000000000.0,32000000000.0,86280000,68100,86348781.0,True,False
773,builder_4,proposer_0,32000000000.0,160000000000.0,30800000,0,30800000.0,True,True
774,builder_10,proposer_15,32000000000.0,320000000000.0,43119999,0,43119999.0,True,False
775,builder_17,proposer_15,64000000000.0,320000000000.0,30084999,0,30084999.0,True,False
776,builder_7,proposer_6,256000000000.0,160000000000.0,19189999,0,19189999.0,False,True
777,builder_16,proposer_2,32000000000.0,160000000000.0,43119999,0,43119999.0,True,True
778,builder_8,proposer_11,96000000000.0,64000000000.0,5120001,0,5120001.0,False,True
779,builder_6,proposer_8,32000000000.0,160000000000.0,29120001,0,29120001.0,True,False
780,builder_13,proposer_1,32000000000.0,64000000000.0,29600001,0,29600001.0,True,True
781,builder_5,proposer_19,256000000000.0,320000000000.0,16200002,99800,16307786.0,False,False
782,builder_0,proposer_2,64000000000.0,160000000000.0,43240000,0,43240000.0,False,True
783,builder_4,proposer_13,32000000000.0,32000000000.0,12790002,322000,13115222.0,True,True
784,builder_12,proposer_18,256000000000.0,32000000000.0,30119999,0,30119999.0,True,False
785,builder_19,proposer_0,64000000000.0,160000000000.0,6300001,0,6300001.0,True,True
786,builder_17,proposer_10,64000000000.0,160000000000.0,43119999,0,43119999.0,True,False
787,builder_8,proposer_9,96000000000.0,160000000000.0,6539998,0,6539998.0,False,False
788,builder_3,proposer_3,32000000000.0,160000000000.0,6489998,0,6489998.0,True,True
789,builder_12,proposer_6,256000000000.0,160000000000.0,49119999,0,49119999.0,True,True
790,builder_4,proposer_3,32000000000.0,160000000000.0,21419999,0,21419999.0,True,True
791,builder_13,proposer_19,32000000000.0,320000000000.0,27239999,13900,27254038.0,True,False
792,builder_10,proposer_1,32000000000.0,64000000000.0,19120001,47700,19168178.0,True,True
793,builder_16,proposer_4,32000000000.0,64000000000.0,20520001,0,20520001.0,True,False
794,builder_6,proposer_13,32000000000.0,32000000000.0,7499999,0,7499999.0,True,True
795,builder_1,proposer_3,32000000000.0,160000000000.0,10230002,71800,10302520.0,False,True
796,builder_13,proposer_9,32000000000.0,160000000000.0,27220001,0,27220001.0,True,False
797,builder_17,proposer_0,64000000000.0,160000000000.0,27230001,75000,27306501.0,True,True
798,builder_1,proposer_6,32000000000.0,160000000000.0,54239999,322000,54565219.0,False,True
799,builder_9,proposer_5,64000000000.0,32000000000.0,28319999,0,28319999.0,False,False
800,builder_19,proposer_16,64000000000.0,32000000000.0,43084999,0,43084999.0,True,False
801,builder_11,proposer_9,256000000000.0,160000000000.0,3819999,7190000,11585199.0,True,False
802,builder_6,proposer_0,32000000000.0,160000000000.0,32120000,3130,32123161.3,True,True
803,builder_5,proposer_16,256000000000.0,32000000000.0,31860000,0,31860000.0,False,False
804,builder_8,proposer_8,96000000000.0,160000000000.0,86119998,181000,86306428.0,False,False
805,builder_12,proposer_14,256000000000.0,64000000000.0,44719999,0,44719999.0,True,True
806,builder_1,proposer_8,32000000000.0,160000000000.0,28920002,0,28920002.0,False,False
807,builder_6,proposer_6,32000000000.0,160000000000.0,43699999,285000,43987849.0,True,True
808,builder_3,proposer_5,32000000000.0,32000000000.0,27119999,0,27119999.0,True,False
809,builder_8,proposer_8,96000000000.0,160000000000.0,86270000,43600,86314908.0,False,False
810,builder_19,proposer_10,64000000000.0,160000000000.0,289999,17700000,18343999.0,True,False
811,builder_10,proposer_7,32000000000.0,32000000000.0,43790001,0,43790001.0,True,False
812,builder_1,proposer_8,32000000000.0,160000000000.0,43720000,0,43720000.0,False,False
813,builder_3,proposer_0,32000000000.0,160000000000.0,43239998,0,43239998.0,True,True
814,builder_17,proposer_15,64000000000.0,320000000000.0,32899999,0,32899999.0,True,False
815,builder_1,proposer_11,32000000000.0,64000000000.0,43240000,0,43240000.0,False,True
816,builder_4,proposer_0,32000000000.0,160000000000.0,8596998,36800,8634166.0,True,True
817,builder_4,proposer_17,32000000000.0,32000000000.0,5220001,0,5220001.0,True,True
818,builder_7,proposer_3,256000000000.0,160000000000.0,10170000,0,10170000.0,False,True
819,builder_4,proposer_16,32000000000.0,32000000000.0,19290001,0,19290001.0,True,False
820,builder_6,proposer_3,32000000000.0,160000000000.0,51200000,0,51200000.0,True,True
821,builder_5,proposer_3,256000000000.0,160000000000.0,12940000,21800,12963544.0,False,True
822,builder_9,proposer_15,64000000000.0,320000000000.0,6760000,21800,6782236.0,False,False
823,builder_14,proposer_9,96000000000.0,160000000000.0,28099999,0,28099999.0,False,False
824,builder_7,proposer_18,256000000000.0,32000000000.0,30379999,0,30379999.0,False,False
825,builder_9,proposer_16,64000000000.0,32000000000.0,64200001,256000,64461121.0,False,False
826,builder_14,proposer_3,96000000000.0,160000000000.0,19349999,0,19349999.0,False,True
827,builder_11,proposer_8,256000000000.0,160000000000.0,43280000,12300,43293284.0,True,False
828,builder_15,proposer_7,32000000000.0,32000000000.0,19082000,0,19082000.0,True,False
829,builder_16,proposer_6,32000000000.0,160000000000.0,31800001,0,31800001.0,True,True
830,builder_8,proposer_12,96000000000.0,32000000000.0,31420001,0,31420001.0,False,True
831,builder_5,proposer_8,256000000000.0,160000000000.0,5519998,21800,5543542.0,False,False
832,builder_4,proposer_7,32000000000.0,32000000000.0,30239998,0,30239998.0,True,False
833,builder_7,proposer_16,256000000000.0,32000000000.0,9490002,164000,9667122.0,False,False
834,builder_4,proposer_19,32000000000.0,320000000000.0,30119999,0,30119999.0,True,False
835,builder_9,proposer_13,64000000000.0,32000000000.0,43360000,0,43360000.0,False,True
836,builder_10,proposer_11,32000000000.0,64000000000.0,5085001,15300,5100454.0,True,True
837,builder_2,proposer_14,256000000000.0,64000000000.0,12890000,35600,12928448.0,True,True
838,builder_1,proposer_18,32000000000.0,32000000000.0,43205000,0,43205000.0,False,False
839,builder_12,proposer_10,256000000000.0,160000000000.0,30085001,0,30085001.0,True,False
840,builder_8,proposer_12,96000000000.0,32000000000.0,4185003,17700000,22416003.0,False,True
841,builder_18,proposer_19,64000000000.0,320000000000.0,30670000,1100000,31792000.0,True,False
842,builder_0,proposer_9,64000000000.0,160000000000.0,43719998,0,43719998.0,False,False
843,builder_8,proposer_1,96000000000.0,64000000000.0,20220000,0,20220000.0,False,True
844,builder_14,proposer_15,96000000000.0,320000000000.0,6419998,0,6419998.0,False,False
845,builder_19,proposer_8,64000000000.0,160000000000.0,5500001,1100000,6622001.0,True,False
846,builder_2,proposer_11,256000000000.0,64000000000.0,30309999,0,30309999.0,True,True
847,builder_0,proposer_7,64000000000.0,32000000000.0,43340000,0,43340000.0,False,False
848,builder_14,proposer_15,96000000000.0,320000000000.0,6600000,66100,6668083.0,False,False
849,builder_4,proposer_19,32000000000.0,320000000000.0,87340003,562000,87907623.0,True,False
850,builder_1,proposer_2,32000000000.0,160000000000.0,28784999,0,28784999.0,False,True
851,builder_13,proposer_10,32000000000.0,160000000000.0,23700000,0,23700000.0,True,False
852,builder_5,proposer_5,256000000000.0,32000000000.0,7509999,164000,7687119.0,False,False
853,builder_18,proposer_1,64000000000.0,64000000000.0,27220000,0,27220000.0,True,True
854,builder_9,proposer_15,64000000000.0,320000000000.0,6760001,0,6760001.0,False,False
855,builder_15,proposer_3,32000000000.0,160000000000.0,31099999,5180,31105230.8,True,True
856,builder_17,proposer_18,64000000000.0,32000000000.0,30160001,0,30160001.0,True,False
857,builder_9,proposer_9,64000000000.0,160000000000.0,19120001,0,19120001.0,False,False
858,builder_11,proposer_9,256000000000.0,160000000000.0,28119999,288640,28431730.2,True,False
859,builder_3,proposer_3,32000000000.0,160000000000.0,7880000,5630,7885686.3,True,True
860,builder_1,proposer_10,32000000000.0,160000000000.0,380001,17700000,18257001.0,False,False
861,builder_18,proposer_9,64000000000.0,160000000000.0,43260000,67900,43329258.0,True,False
862,builder_1,proposer_15,32000000000.0,320000000000.0,9520002,21800,9542020.0,False,False
863,builder_8,proposer_6,96000000000.0,160000000000.0,39820001,75000,39897251.0,False,True
864,builder_1,proposer_8,32000000000.0,160000000000.0,31219998,0,31219998.0,False,False
865,builder_2,proposer_5,256000000000.0,32000000000.0,27360000,0,27360000.0,True,False
866,builder_16,proposer_14,32000000000.0,64000000000.0,30220001,283000,30505831.0,True,True
867,builder_10,proposer_0,32000000000.0,160000000000.0,28820001,0,28820001.0,True,True
868,builder_19,proposer_16,64000000000.0,32000000000.0,6100000,296000,6401920.0,True,False
869,builder_1,proposer_1,32000000000.0,64000000000.0,61210000,381000,61594810.0,False,True
870,builder_8,proposer_19,96000000000.0,320000000000.0,31150001,30200,31181107.0,False,False
871,builder_4,proposer_4,32000000000.0,64000000000.0,44619999,0,44619999.0,True,False
872,builder_14,proposer_16,96000000000.0,32000000000.0,33500000,5180,33505335.4,False,False
873,builder_4,proposer_4,32000000000.0,64000000000.0,7320000,0,7320000.0,True,False
874,builder_2,proposer_4,256000000000.0,64000000000.0,20220000,0,20220000.0,True,False
875,builder_15,proposer_1,32000000000.0,64000000000.0,43119999,43600,43164035.0,True,True
876,builder_12,proposer_8,256000000000.0,160000000000.0,21210000,67500,21282900.0,True,False
877,builder_6,proposer_15,32000000000.0,320000000000.0,27490001,0,27490001.0,True,False
878,builder_8,proposer_0,96000000000.0,160000000000.0,28850000,0,28850000.0,False,True
879,builder_5,proposer_8,256000000000.0,160000000000.0,4620001,0,4620001.0,False,False
880,builder_6,proposer_0,32000000000.0,160000000000.0,53349999,594000,53949939.0,True,True
881,builder_9,proposer_9,64000000000.0,160000000000.0,27199999,0,27199999.0,False,False
882,builder_16,proposer_19,32000000000.0,320000000000.0,43000000,0,43000000.0,True,False
883,builder_6,proposer_2,32000000000.0,160000000000.0,8319998,13800,8333936.0,True,True
884,builder_13,proposer_6,32000000000.0,160000000000.0,46310000,0,46310000.0,True,True
885,builder_6,proposer_12,32000000000.0,32000000000.0,12920000,42000,12962420.0,True,True
886,builder_12,proposer_16,256000000000.0,32000000000.0,36220001,13800,36234905.0,True,False
887,builder_4,proposer_8,32000000000.0,160000000000.0,61839999,7840,61847917.4,True,False
888,builder_5,proposer_6,256000000000.0,160000000000.0,86479998,16400,86497710.0,False,True
889,builder_5,proposer_18,256000000000.0,32000000000.0,30269999,0,30269999.0,False,False
890,builder_5,proposer_5,256000000000.0,32000000000.0,86300000,177700,86491916.0,False,False
891,builder_4,proposer_8,32000000000.0,160000000000.0,43119999,0,43119999.0,True,False
892,builder_14,proposer_4,96000000000.0,64000000000.0,43120001,0,43120001.0,False,False
893,builder_11,proposer_13,256000000000.0,32000000000.0,32119999,12300,32133283.0,True,True
894,builder_13,proposer_18,32000000000.0,32000000000.0,43440001,0,43440001.0,True,False
895,builder_8,proposer_6,96000000000.0,160000000000.0,38120000,43600,38164908.0,False,True
896,builder_5,proposer_15,256000000000.0,320000000000.0,30340001,0,30340001.0,False,False
897,builder_8,proposer_14,96000000000.0,64000000000.0,4059999,13800,4074213.0,False,True
898,builder_2,proposer_8,256000000000.0,160000000000.0,27835002,0,27835002.0,True,False
899,builder_14,proposer_19,96000000000.0,320000000000.0,8699999,0,8699999.0,False,False
900,builder_0,proposer_1,64000000000.0,64000000000.0,38440003,33300,38473969.0,False,True
901,builder_5,proposer_1,256000000000.0,64000000000.0,13470001,19700,13491277.0,False,True
902,builder_0,proposer_2,64000000000.0,160000000000.0,17720002,369000,18096382.0,False,True
903,builder_6,proposer_8,32000000000.0,160000000000.0,43580000,0,43580000.0,True,False
904,builder_3,proposer_17,32000000000.0,32000000000.0,43239998,0,43239998.0,True,True
905,builder_8,proposer_8,96000000000.0,160000000000.0,27274000,283000,27565490.0,False,False
906,builder_10,proposer_18,32000000000.0,32000000000.0,31510000,0,31510000.0,True,False
907,builder_1,proposer_19,32000000000.0,320000000000.0,54250002,195000,54446952.0,False,False
908,builder_11,proposer_1,256000000000.0,64000000000.0,5539998,0,5539998.0,True,True
909,builder_7,proposer_8,256000000000.0,160000000000.0,43390001,75000,43471001.0,False,False
910,builder_18,proposer_19,64000000000.0,320000000000.0,8790001,0,8790001.0,True,False
911,builder_3,proposer_17,32000000000.0,32000000000.0,43240002,0,43240002.0,True,True
912,builder_4,proposer_13,32000000000.0,32000000000.0,32699999,0,32699999.0,True,True
913,builder_7,proposer_19,256000000000.0,320000000000.0,60720000,42000,60765360.0,False,False
914,builder_5,proposer_9,256000000000.0,160000000000.0,30399999,369000,30798519.0,False,False
915,builder_19,proposer_10,64000000000.0,160000000000.0,32400000,22040,32422480.8,True,False
916,builder_15,proposer_5,32000000000.0,32000000000.0,43159999,0,43159999.0,True,False
917,builder_5,proposer_10,256000000000.0,160000000000.0,10755000,108000,10871640.0,False,False
918,builder_13,proposer_15,32000000000.0,320000000000.0,349999,17700000,18226999.0,True,False
919,builder_9,proposer_7,64000000000.0,32000000000.0,5487999,3130,5491191.6,False,False
920,builder_17,proposer_3,64000000000.0,160000000000.0,4359999,0,4359999.0,True,True
921,builder_1,proposer_15,32000000000.0,320000000000.0,10239999,108000,10349079.0,False,False
922,builder_1,proposer_6,32000000000.0,160000000000.0,54205003,13900,54219042.0,False,True
923,builder_12,proposer_1,256000000000.0,64000000000.0,33620001,0,33620001.0,True,True
924,builder_1,proposer_4,32000000000.0,64000000000.0,86309999,15100,86325250.0,False,False
925,builder_15,proposer_15,32000000000.0,320000000000.0,5189999,0,5189999.0,True,False
926,builder_6,proposer_0,32000000000.0,160000000000.0,11420001,0,11420001.0,True,True
927,builder_0,proposer_2,64000000000.0,160000000000.0,7519998,0,7519998.0,False,True
928,builder_8,proposer_7,96000000000.0,32000000000.0,61370000,28500,61399355.0,False,False
929,builder_0,proposer_4,64000000000.0,64000000000.0,43305001,0,43305001.0,False,False
930,builder_12,proposer_6,256000000000.0,160000000000.0,38100000,33300,38135964.0,True,True
931,builder_2,proposer_2,256000000000.0,160000000000.0,54310001,381000,54721481.0,True,True
932,builder_3,proposer_19,32000000000.0,320000000000.0,43239998,0,43239998.0,True,False
933,builder_11,proposer_7,256000000000.0,32000000000.0,31920002,0,31920002.0,True,False
934,builder_16,proposer_15,32000000000.0,320000000000.0,31385000,16400,31401564.0,True,False
935,builder_8,proposer_15,96000000000.0,320000000000.0,6519998,66100,6588081.0,False,False
936,builder_4,proposer_3,32000000000.0,160000000000.0,56720000,12300,56732423.0,True,True
937,builder_14,proposer_4,96000000000.0,64000000000.0,6569999,0,6569999.0,False,False
938,builder_11,proposer_6,256000000000.0,160000000000.0,30280000,0,30280000.0,True,True
939,builder_6,proposer_14,32000000000.0,64000000000.0,62720000,146000,62867460.0,True,True
940,builder_3,proposer_11,32000000000.0,64000000000.0,6540000,0,6540000.0,True,True
941,builder_8,proposer_6,96000000000.0,160000000000.0,32719999,0,32719999.0,False,True
942,builder_16,proposer_10,32000000000.0,160000000000.0,24000000,0,24000000.0,True,False
943,builder_0,proposer_2,64000000000.0,160000000000.0,43229999,0,43229999.0,False,True
944,builder_17,proposer_8,64000000000.0,160000000000.0,43120000,75000,43196500.0,True,False
945,builder_13,proposer_19,32000000000.0,320000000000.0,21000000,49100,21049591.0,True,False
946,builder_1,proposer_14,32000000000.0,64000000000.0,3920000,0,3920000.0,False,True
947,builder_9,proposer_19,64000000000.0,320000000000.0,60780000,296000,61081920.0,False,False
948,builder_2,proposer_17,256000000000.0,32000000000.0,30310002,0,30310002.0,True,True
949,builder_7,proposer_1,256000000000.0,64000000000.0,27460000,0,27460000.0,False,True
950,builder_18,proposer_10,64000000000.0,160000000000.0,44100001,0,44100001.0,True,False
951,builder_2,proposer_0,256000000000.0,160000000000.0,28189999,0,28189999.0,True,True
952,builder_8,proposer_7,96000000000.0,32000000000.0,8040000,13900,8054317.0,False,False
953,builder_9,proposer_10,64000000000.0,160000000000.0,30120000,0,30120000.0,False,False
954,builder_7,proposer_13,256000000000.0,32000000000.0,43119999,0,43119999.0,False,True
955,builder_6,proposer_13,32000000000.0,32000000000.0,8640001,21800,8662019.0,True,True
956,builder_9,proposer_5,64000000000.0,32000000000.0,7459998,21800,7482234.0,False,False
957,builder_8,proposer_19,96000000000.0,320000000000.0,55420000,18600,55439158.0,False,False
958,builder_7,proposer_14,256000000000.0,64000000000.0,9020000,35100,9057908.0,False,True
959,builder_1,proposer_2,32000000000.0,160000000000.0,81339999,195000,81536949.0,False,True
960,builder_13,proposer_11,32000000000.0,64000000000.0,19219999,0,19219999.0,True,True
961,builder_7,proposer_4,256000000000.0,64000000000.0,11560001,491900,12091253.0,False,False
962,builder_3,proposer_10,32000000000.0,160000000000.0,14120000,35100,14155451.0,True,False
963,builder_10,proposer_11,32000000000.0,64000000000.0,31320001,0,31320001.0,True,True
964,builder_11,proposer_7,256000000000.0,32000000000.0,62120001,7840,62128468.2,True,False
965,builder_8,proposer_7,96000000000.0,32000000000.0,43379998,0,43379998.0,False,False
966,builder_3,proposer_16,32000000000.0,32000000000.0,10680001,350000,11033501.0,True,False
967,builder_7,proposer_3,256000000000.0,160000000000.0,10119999,0,10119999.0,False,True
968,builder_2,proposer_13,256000000000.0,32000000000.0,20619999,0,20619999.0,True,True
969,builder_19,proposer_15,64000000000.0,320000000000.0,27120001,0,27120001.0,True,False
970,builder_1,proposer_11,32000000000.0,64000000000.0,28940000,0,28940000.0,False,True
971,builder_17,proposer_3,64000000000.0,160000000000.0,7019999,164000,7187279.0,True,True
972,builder_3,proposer_13,32000000000.0,32000000000.0,34319998,33300,34353631.0,True,True
973,builder_18,proposer_3,64000000000.0,160000000000.0,27080001,0,27080001.0,True,True
974,builder_18,proposer_7,64000000000.0,32000000000.0,45599999,0,45599999.0,True,False
975,builder_12,proposer_19,256000000000.0,320000000000.0,6219999,510000,6770799.0,True,False
976,builder_14,proposer_0,96000000000.0,160000000000.0,1140000,17700000,19371000.0,False,True
977,builder_10,proposer_13,32000000000.0,32000000000.0,19082000,0,19082000.0,True,True
978,builder_9,proposer_8,64000000000.0,160000000000.0,31500000,0,31500000.0,False,False
979,builder_17,proposer_0,64000000000.0,160000000000.0,7200001,14200,7214485.0,True,True
980,builder_11,proposer_3,256000000000.0,160000000000.0,19220001,0,19220001.0,True,True
981,builder_9,proposer_0,64000000000.0,160000000000.0,54220000,959000,55198180.0,False,True
982,builder_9,proposer_0,64000000000.0,160000000000.0,27279998,0,27279998.0,False,True
983,builder_6,proposer_15,32000000000.0,320000000000.0,6420001,0,6420001.0,True,False
984,builder_3,proposer_18,32000000000.0,32000000000.0,38339998,545000,38890448.0,True,False
985,builder_13,proposer_9,32000000000.0,160000000000.0,45120001,0,45120001.0,True,False
986,builder_5,proposer_9,256000000000.0,160000000000.0,49700000,0,49700000.0,False,False
987,builder_17,proposer_14,64000000000.0,64000000000.0,25419999,0,25419999.0,True,True
988,builder_11,proposer_6,256000000000.0,160000000000.0,48120001,33300,48155965.0,True,True
989,builder_5,proposer_15,256000000000.0,320000000000.0,410000,17700000,19526000.0,False,False
990,builder_15,proposer_19,32000000000.0,320000000000.0,6780001,195000,6976951.0,True,False
991,builder_0,proposer_10,64000000000.0,160000000000.0,38310001,33300,38343967.0,False,False
992,builder_8,proposer_4,96000000000.0,64000000000.0,13420000,17700000,31651000.0,False,False
993,builder_0,proposer_1,64000000000.0,64000000000.0,24320000,0,24320000.0,False,True
994,builder_7,proposer_5,256000000000.0,32000000000.0,43439999,0,43439999.0,False,False
995,builder_7,proposer_18,256000000000.0,32000000000.0,20690001,0,20690001.0,False,False
996,builder_16,proposer_19,32000000000.0,320000000000.0,19189999,0,19189999.0,True,False
997,builder_5,proposer_2,256000000000.0,160000000000.0,5160001,24890000,32041201.0,False,True
998,builder_15,proposer_11,32000000000.0,64000000000.0,8099999,0,8099999.0,True,True
999,builder_2,proposer_5,256000000000.0,32000000000.0,394003,17700000,19510003.0,True,False
